,Kod,Isim,ForexBuying,ForexSelling,BanknoteBuying,BanknoteSelling,CrossRateUSD,CrossRateOther,Tarih
13208,AUD,AVUSTRALYA DOLARI,12.3627,12.4434,12.3059,12.5180,1.4391,,2022-07-26
13209,DKK,DANİMARKA KRONU,2.4355,2.4474,2.4338,2.4531,7.3110,,2022-07-26
13210,EUR,EURO,18.1600,18.1927,18.1473,18.2200,,1.0183,2022-07-26
13211,GBP,İNGİLİZ STERLİNİ,21.3977,21.5093,21.3827,21.5415,,1.2019,2022-07-26
13212,CHF,İSVİÇRE FRANGI,18.4396,18.5580,18.4120,18.5859,0.9649,,2022-07-26
13213,SEK,İSVEÇ KRONU,1.7323,1.7503,1.7311,1.7543,10.25,,2022-07-26
13214,CAD,KANADA DOLARI,13.8596,13.9221,13.8083,13.9750,1.2850,,2022-07-26
13215,KWD,KUVEYT DİNARI,57.7150,58.4702,56.8493,59.3472,,3.2546,2022-07-26
13216,NOK,NORVEÇ KRONU,1.8080,1.8201,1.8067,1.8243,9.8395,,2022-07-26
13217,SAR,SUUDİ ARABİSTAN RİYALİ,4.7462,4.7548,4.7106,4.7904,3.7574,,2022-07-26
13218,JPY,JAPON YENİ,13.0207,13.1069,12.9725,13.1567,136.63,,2022-07-26
13219,BGN,BULGAR LEVASI,9.2327,9.3535,,,1.9207,,2022-07-26
13220,RON,RUMEN LEYİ,3.6606,3.7085,,,4.8444,,2022-07-26
13221,RUB,RUS RUBLESİ,0.30366,0.30763,,,58.40,,2022-07-26
13222,IRR,İRAN RİYALİ,0.04222,0.04278,,,42000,,2022-07-26
13223,CNY,ÇİN YUANI,2.6238,2.6581,,,6.7587,,2022-07-26
13224,PKR,PAKİSTAN RUPİSİ,0.07617,0.07717,,,232.81,,2022-07-26
13225,QAR,KATAR RİYALİ,4.8334,4.8966,,,3.6690,,2022-07-26
13226,KRW,GÜNEY KORE WONU,0.01355,0.01373,,,1309,,2022-07-26
13227,AZN,AZERBAYCAN YENİ MANATI,10.4376,10.5742,,,1.6990,,2022-07-26
13228,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.5388,,,,,1.31603,2022-07-27
13229,USD,ABD DOLARI,17.8701,17.9023,17.8576,17.9291,,,2022-07-27
13230,AZN,AZERBAYCAN YENİ MANATI,10.4590,10.5959,,,1.6990,,2022-07-27
13231,DKK,DANİMARKA KRONU,2.4310,2.4430,2.4293,2.4486,7.3394,,2022-07-27
13232,EUR,EURO,18.1286,18.1613,18.1159,18.1885,,1.0145,2022-07-27
13233,GBP,İNGİLİZ STERLİNİ,21.5111,21.6232,21.4960,21.6557,,1.2058,2022-07-27
13234,CHF,İSVİÇRE FRANGI,18.5326,18.6515,18.5048,18.6795,0.9620,,2022-07-27
13235,SEK,İSVEÇ KRONU,1.7277,1.7456,1.7265,1.7496,10.30,,2022-07-27
13236,CAD,KANADA DOLARI,13.8773,13.9399,13.8259,13.9928,1.2860,,2022-07-27
13237,KWD,KUVEYT DİNARI,57.8172,58.5737,56.9499,59.4523,,3.2537,2022-07-27
13238,NOK,NORVEÇ KRONU,1.8144,1.8266,1.8132,1.8308,9.8247,,2022-07-27
13239,SAR,SUUDİ ARABİSTAN RİYALİ,4.7577,4.7663,4.7221,4.8021,3.7560,,2022-07-27
13240,JPY,JAPON YENİ,13.0288,13.1151,12.9806,13.1650,136.83,,2022-07-27
13241,BGN,BULGAR LEVASI,9.2152,9.3358,,,1.9283,,2022-07-27
13242,RON,RUMEN LEYİ,3.6531,3.7009,,,4.8643,,2022-07-27
13243,RUB,RUS RUBLESİ,0.29502,0.29888,,,60.23,,2022-07-27
13244,IRR,İRAN RİYALİ,0.04231,0.04286,,,42000,,2022-07-27
13245,CNY,ÇİN YUANI,2.6305,2.6649,,,6.7554,,2022-07-27
13246,PKR,PAKİSTAN RUPİSİ,0.07522,0.07621,,,236.23,,2022-07-27
13247,QAR,KATAR RİYALİ,4.8481,4.9115,,,3.6654,,2022-07-27
13248,KRW,GÜNEY KORE WONU,0.01353,0.01370,,,1314,,2022-07-27
13249,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8379,4.9012,,,3.6730,,2022-07-27
13250,AUD,AVUSTRALYA DOLARI,12.3731,12.4538,12.3162,12.5285,1.4409,,2022-07-27
13251,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.6379,,,,,1.31904,2022-07-28
13252,USD,ABD DOLARI,17.9044,17.9367,17.8919,17.9636,,,2022-07-28
13253,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8472,4.9107,,,3.6730,,2022-07-28
13254,AUD,AVUSTRALYA DOLARI,12.4851,12.5666,12.4277,12.6420,1.4307,,2022-07-28
13255,DKK,DANİMARKA KRONU,2.4433,2.4553,2.4416,2.4610,7.3165,,2022-07-28
13256,EUR,EURO,18.2176,18.2504,18.2048,18.2778,,1.0175,2022-07-28
13257,GBP,İNGİLİZ STERLİNİ,21.7198,21.8330,21.7046,21.8658,,1.2152,2022-07-28
13258,CHF,İSVİÇRE FRANGI,18.6118,18.7313,18.5839,18.7594,0.9598,,2022-07-28
13259,SEK,İSVEÇ KRONU,1.7392,1.7572,1.7380,1.7612,10.25,,2022-07-28
13260,CAD,KANADA DOLARI,13.9552,14.0181,13.9036,14.0714,1.2813,,2022-07-28
13261,KWD,KUVEYT DİNARI,57.9754,58.7340,57.1057,59.6150,,3.2563,2022-07-28
13262,NOK,NORVEÇ KRONU,1.8360,1.8483,1.8347,1.8526,9.7280,,2022-07-28
13263,SAR,SUUDİ ARABİSTAN RİYALİ,4.7669,4.7755,4.7311,4.8113,3.7560,,2022-07-28
13264,JPY,JAPON YENİ,13.1797,13.2670,13.1310,13.3174,135.52,,2022-07-28
13265,BGN,BULGAR LEVASI,9.2616,9.3828,,,1.9224,,2022-07-28
13266,RON,RUMEN LEYİ,3.6703,3.7183,,,4.8509,,2022-07-28
13267,RUB,RUS RUBLESİ,0.29542,0.29929,,,60.27,,2022-07-28
13268,IRR,İRAN RİYALİ,0.04239,0.04295,,,42000,,2022-07-28
13269,CNY,ÇİN YUANI,2.6389,2.6735,,,6.7467,,2022-07-28
13270,PKR,PAKİSTAN RUPİSİ,0.07466,0.07564,,,238.47,,2022-07-28
13271,QAR,KATAR RİYALİ,4.8566,4.9202,,,3.6659,,2022-07-28
13272,KRW,GÜNEY KORE WONU,0.01367,0.01385,,,1303,,2022-07-28
13273,AZN,AZERBAYCAN YENİ MANATI,10.4791,10.6162,,,1.6990,,2022-07-28
13274,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.6980,,,,,1.32317,2022-07-29
13275,USD,ABD DOLARI,17.8939,17.9261,17.8814,17.9530,,,2022-07-29
13276,KRW,GÜNEY KORE WONU,0.01367,0.01385,,,1301,,2022-07-29
13277,AUD,AVUSTRALYA DOLARI,12.4937,12.5752,12.4363,12.6507,1.4289,,2022-07-29
13278,DKK,DANİMARKA KRONU,2.4542,2.4663,2.4525,2.4719,7.2798,,2022-07-29
13279,EUR,EURO,18.2977,18.3307,18.2849,18.3581,,1.0226,2022-07-29
13280,GBP,İNGİLİZ STERLİNİ,21.7670,21.8805,21.7518,21.9133,,1.2185,2022-07-29
13281,CHF,İSVİÇRE FRANGI,18.7446,18.8650,18.7165,18.8933,0.9524,,2022-07-29
13282,SEK,İSVEÇ KRONU,1.7528,1.7709,1.7515,1.7750,10.17,,2022-07-29
13283,CAD,KANADA DOLARI,13.9398,14.0027,13.8883,14.0559,1.2819,,2022-07-29
13284,KWD,KUVEYT DİNARI,58.0270,58.7863,57.1566,59.6681,,3.2611,2022-07-29
13285,AZN,AZERBAYCAN YENİ MANATI,10.4730,10.6100,,,1.6990,,2022-07-29
13286,NOK,NORVEÇ KRONU,1.8437,1.8561,1.8424,1.8603,9.6817,,2022-07-29
13287,JPY,JAPON YENİ,13.4148,13.5037,13.3652,13.5550,133.07,,2022-07-29
13288,BGN,BULGAR LEVASI,9.3032,9.4249,,,1.9126,,2022-07-29
13289,RON,RUMEN LEYİ,3.6874,3.7357,,,4.8255,,2022-07-29
13290,RUB,RUS RUBLESİ,0.28955,0.29334,,,61.45,,2022-07-29
13291,IRR,İRAN RİYALİ,0.04237,0.04292,,,42000,,2022-07-29
13292,CNY,ÇİN YUANI,2.6419,2.6765,,,6.7351,,2022-07-29
13293,PKR,PAKİSTAN RUPİSİ,0.07446,0.07544,,,238.96,,2022-07-29
13294,QAR,KATAR RİYALİ,4.8344,4.8977,,,3.6806,,2022-07-29
13295,SAR,SUUDİ ARABİSTAN RİYALİ,4.7641,4.7727,4.7283,4.8085,3.7560,,2022-07-29
13296,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8444,4.9078,,,3.6730,,2022-07-29
13297,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.7616,,,,,1.32439,2022-08-01
13298,AZN,AZERBAYCAN YENİ MANATI,10.4914,10.6287,,,1.6990,,2022-08-01
13299,QAR,KATAR RİYALİ,4.8709,4.9346,,,3.6595,,2022-08-01
13300,PKR,PAKİSTAN RUPİSİ,0.07469,0.07567,,,238.65,,2022-08-01
13301,CNY,ÇİN YUANI,2.6398,2.6743,,,6.7524,,2022-08-01
13302,IRR,İRAN RİYALİ,0.04244,0.04300,,,42000,,2022-08-01
13303,RUB,RUS RUBLESİ,0.28682,0.29058,,,62.15,,2022-08-01
13304,RON,RUMEN LEYİ,3.7044,3.7529,,,4.8118,,2022-08-01
13305,BGN,BULGAR LEVASI,9.3369,9.4590,,,1.9091,,2022-08-01
13306,JPY,JAPON YENİ,13.5149,13.6044,13.4649,13.6561,132.32,,2022-08-01
13307,KRW,GÜNEY KORE WONU,0.01369,0.01386,,,1302,,2022-08-01
13308,NOK,NORVEÇ KRONU,1.8516,1.8641,1.8504,1.8684,9.6571,,2022-08-01
13309,CAD,KANADA DOLARI,14.0054,14.0685,13.9535,14.1220,1.2782,,2022-08-01
13310,SEK,İSVEÇ KRONU,1.7594,1.7776,1.7582,1.7817,10.15,,2022-08-01
13311,CHF,İSVİÇRE FRANGI,18.8281,18.9489,18.7998,18.9774,0.9499,,2022-08-01
13312,GBP,İNGİLİZ STERLİNİ,21.8731,21.9871,21.8578,22.0201,,1.2223,2022-08-01
13313,EUR,EURO,18.3644,18.3975,18.3516,18.4251,,1.0245,2022-08-01
13314,DKK,DANİMARKA KRONU,2.4629,2.4750,2.4612,2.4807,7.2669,,2022-08-01
13315,AUD,AVUSTRALYA DOLARI,12.5654,12.6473,12.5076,12.7232,1.4232,,2022-08-01
13316,USD,ABD DOLARI,17.9254,17.9577,17.9129,17.9846,,,2022-08-01
13317,KWD,KUVEYT DİNARI,58.1292,58.8898,57.2573,59.7732,,3.2611,2022-08-01
13318,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8529,4.9164,,,3.6731,,2022-08-01
13319,SAR,SUUDİ ARABİSTAN RİYALİ,4.7727,4.7813,4.7369,4.8172,3.7558,,2022-08-01
13320,KRW,GÜNEY KORE WONU,0.01363,0.01381,,,1308,,2022-08-02
13321,USD,ABD DOLARI,17.9327,17.9650,17.9201,17.9920,,,2022-08-02
13322,AUD,AVUSTRALYA DOLARI,12.3981,12.4790,12.3411,12.5539,1.4430,,2022-08-02
13323,DKK,DANİMARKA KRONU,2.4612,2.4733,2.4595,2.4790,7.2749,,2022-08-02
13324,EUR,EURO,18.3502,18.3833,18.3374,18.4109,,1.0233,2022-08-02
13325,GBP,İNGİLİZ STERLİNİ,21.8574,21.9713,21.8421,22.0043,,1.2209,2022-08-02
13326,CHF,İSVİÇRE FRANGI,18.7925,18.9132,18.7643,18.9415,0.9521,,2022-08-02
13327,SEK,İSVEÇ KRONU,1.7580,1.7762,1.7567,1.7802,10.16,,2022-08-02
13328,CAD,KANADA DOLARI,13.9224,13.9852,13.8709,14.0383,1.2863,,2022-08-02
13329,KWD,KUVEYT DİNARI,58.1800,58.9413,57.3073,59.8255,,3.2626,2022-08-02
13330,NOK,NORVEÇ KRONU,1.8438,1.8562,1.8425,1.8605,9.7020,,2022-08-02
13331,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8549,4.9184,,,3.6730,,2022-08-02
13332,SAR,SUUDİ ARABİSTAN RİYALİ,4.7734,4.7820,4.7376,4.8179,3.7568,,2022-08-02
13333,JPY,JAPON YENİ,13.6671,13.7576,13.6165,13.8098,130.90,,2022-08-02
13334,BGN,BULGAR LEVASI,9.3289,9.4510,,,1.9115,,2022-08-02
13335,RON,RUMEN LEYİ,3.7030,3.7515,,,4.8156,,2022-08-02
13336,RUB,RUS RUBLESİ,0.29615,0.30003,,,60.21,,2022-08-02
13337,IRR,İRAN RİYALİ,0.04246,0.04301,,,42000,,2022-08-02
13338,CNY,ÇİN YUANI,2.6378,2.6723,,,6.7602,,2022-08-02
13339,PKR,PAKİSTAN RUPİSİ,0.07491,0.07589,,,238.03,,2022-08-02
13340,QAR,KATAR RİYALİ,4.8642,4.9279,,,3.6660,,2022-08-02
13341,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.7776,,,,,1.32474,2022-08-02
13342,AZN,AZERBAYCAN YENİ MANATI,10.4957,10.6330,,,1.6990,,2022-08-02
13343,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.7122,,,,,1.32087,2022-08-03
13344,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8557,4.9193,,,3.6730,,2022-08-03
13345,KRW,GÜNEY KORE WONU,0.01360,0.01378,,,1312,,2022-08-03
13346,PKR,PAKİSTAN RUPİSİ,0.07768,0.07869,,,229.61,,2022-08-03
13347,CNY,ÇİN YUANI,2.6407,2.6753,,,6.7539,,2022-08-03
13348,IRR,İRAN RİYALİ,0.04246,0.04302,,,42000,,2022-08-03
13349,RUB,RUS RUBLESİ,0.29455,0.29840,,,60.55,,2022-08-03
13350,RON,RUMEN LEYİ,3.6858,3.7340,,,4.8389,,2022-08-03
13351,BGN,BULGAR LEVASI,9.2836,9.4051,,,1.9212,,2022-08-03
13352,JPY,JAPON YENİ,13.4266,13.5155,13.3770,13.5669,133.26,,2022-08-03
13353,SAR,SUUDİ ARABİSTAN RİYALİ,4.7713,4.7799,4.7355,4.8158,3.7591,,2022-08-03
13354,NOK,NORVEÇ KRONU,1.8400,1.8524,1.8387,1.8566,9.7239,,2022-08-03
13355,AZN,AZERBAYCAN YENİ MANATI,10.4975,10.6348,,,1.6990,,2022-08-03
13356,KWD,KUVEYT DİNARI,58.1511,58.9120,57.2788,59.7957,,3.2605,2022-08-03
13357,CAD,KANADA DOLARI,13.9294,13.9923,13.8779,14.0454,1.2859,,2022-08-03
13358,SEK,İSVEÇ KRONU,1.7467,1.7648,1.7455,1.7689,10.22,,2022-08-03
13359,CHF,İSVİÇRE FRANGI,18.6634,18.7832,18.6354,18.8114,0.9588,,2022-08-03
13360,GBP,İNGİLİZ STERLİNİ,21.8086,21.9223,21.7933,21.9552,,1.2180,2022-08-03
13361,EUR,EURO,18.2593,18.2922,18.2466,18.3197,,1.0180,2022-08-03
13362,DKK,DANİMARKA KRONU,2.4493,2.4613,2.4476,2.4670,7.3114,,2022-08-03
13363,AUD,AVUSTRALYA DOLARI,12.4029,12.4838,12.3459,12.5587,1.4427,,2022-08-03
13364,USD,ABD DOLARI,17.9358,17.9681,17.9232,17.9950,,,2022-08-03
13365,QAR,KATAR RİYALİ,4.8573,4.9209,,,3.6718,,2022-08-03
13366,USD,ABD DOLARI,17.9350,17.9673,17.9224,17.9942,,,2022-08-04
13367,SAR,SUUDİ ARABİSTAN RİYALİ,4.7730,4.7816,4.7372,4.8175,3.7576,,2022-08-04
13368,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8555,4.9190,,,3.6731,,2022-08-04
13369,EUR,EURO,18.2617,18.2946,18.2489,18.3220,,1.0182,2022-08-04
13370,GBP,İNGİLİZ STERLİNİ,21.7615,21.8750,21.7463,21.9078,,1.2154,2022-08-04
13371,CHF,İSVİÇRE FRANGI,18.6292,18.7488,18.6013,18.7770,0.9605,,2022-08-04
13372,SEK,İSVEÇ KRONU,1.7526,1.7707,1.7514,1.7748,10.19,,2022-08-04
13373,CAD,KANADA DOLARI,13.9486,14.0115,13.8970,14.0648,1.2841,,2022-08-04
13374,KWD,KUVEYT DİNARI,58.1245,58.8851,57.2526,59.7683,,3.2591,2022-08-04
13375,NOK,NORVEÇ KRONU,1.8423,1.8547,1.8410,1.8589,9.7113,,2022-08-04
13376,JPY,JAPON YENİ,13.3397,13.4280,13.2903,13.4791,134.13,,2022-08-04
13377,DKK,DANİMARKA KRONU,2.4499,2.4619,2.4481,2.4676,7.3095,,2022-08-04
13378,BGN,BULGAR LEVASI,9.2852,9.4067,,,1.9207,,2022-08-04
13379,RUB,RUS RUBLESİ,0.29606,0.29994,,,60.24,,2022-08-04
13380,IRR,İRAN RİYALİ,0.04246,0.04302,,,42000,,2022-08-04
13381,CNY,ÇİN YUANI,2.6398,2.6743,,,6.7560,,2022-08-04
13382,PKR,PAKİSTAN RUPİSİ,0.07934,0.08037,,,224.80,,2022-08-04
13383,QAR,KATAR RİYALİ,4.8551,4.9187,,,3.6733,,2022-08-04
13384,KRW,GÜNEY KORE WONU,0.01361,0.01379,,,1310,,2022-08-04
13385,AZN,AZERBAYCAN YENİ MANATI,10.4970,10.6344,,,1.6990,,2022-08-04
13386,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.6960,,,,,1.32003,2022-08-04
13387,RON,RUMEN LEYİ,3.6861,3.7343,,,4.8383,,2022-08-04
13388,AUD,AVUSTRALYA DOLARI,12.4748,12.5562,12.4175,12.6315,1.4343,,2022-08-04
13389,USD,ABD DOLARI,17.9362,17.9685,17.9237,17.9955,,,2022-08-05
13390,SAR,SUUDİ ARABİSTAN RİYALİ,4.7732,4.7818,4.7374,4.8177,3.7577,,2022-08-05
13391,AUD,AVUSTRALYA DOLARI,12.4463,12.5275,12.3891,12.6027,1.4377,,2022-08-05
13392,DKK,DANİMARKA KRONU,2.4623,2.4744,2.4606,2.4801,7.2730,,2022-08-05
13393,EUR,EURO,18.3515,18.3845,18.3386,18.4121,,1.0232,2022-08-05
13394,GBP,İNGİLİZ STERLİNİ,21.7489,21.8623,21.7336,21.8951,,1.2146,2022-08-05
13395,CHF,İSVİÇRE FRANGI,18.7248,18.8450,18.6967,18.8732,0.9557,,2022-08-05
13396,SEK,İSVEÇ KRONU,1.7626,1.7808,1.7613,1.7849,10.13,,2022-08-05
13397,CAD,KANADA DOLARI,13.9055,13.9682,13.8540,14.0213,1.2881,,2022-08-05
13398,KWD,KUVEYT DİNARI,58.1795,58.9408,57.3068,59.8249,,3.2620,2022-08-05
13399,NOK,NORVEÇ KRONU,1.8352,1.8475,1.8339,1.8518,9.7496,,2022-08-05
13400,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8559,4.9194,,,3.6730,,2022-08-05
13401,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.7459,,,,,1.32271,2022-08-05
13402,BGN,BULGAR LEVASI,9.3312,9.4533,,,1.9114,,2022-08-05
13403,RON,RUMEN LEYİ,3.7041,3.7525,,,4.8152,,2022-08-05
13404,RUB,RUS RUBLESİ,0.29537,0.29924,,,60.38,,2022-08-05
13405,IRR,İRAN RİYALİ,0.04247,0.04302,,,42000,,2022-08-05
13406,CNY,ÇİN YUANI,2.6426,2.6772,,,6.7492,,2022-08-05
13407,PKR,PAKİSTAN RUPİSİ,0.07977,0.08082,,,223.58,,2022-08-05
13408,QAR,KATAR RİYALİ,4.8495,4.9129,,,3.6779,,2022-08-05
13409,KRW,GÜNEY KORE WONU,0.01375,0.01393,,,1298,,2022-08-05
13410,AZN,AZERBAYCAN YENİ MANATI,10.4978,10.6351,,,1.6990,,2022-08-05
13411,JPY,JAPON YENİ,13.4392,13.5282,13.3895,13.5796,133.14,,2022-08-05
13412,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.6867,,,,,1.31919,2022-08-08
13413,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8567,4.9202,,,3.6730,,2022-08-08
13414,KRW,GÜNEY KORE WONU,0.01367,0.01385,,,1305,,2022-08-08
13415,PKR,PAKİSTAN RUPİSİ,0.07953,0.08057,,,224.30,,2022-08-08
13416,CNY,ÇİN YUANI,2.6385,2.6730,,,6.7610,,2022-08-08
13417,IRR,İRAN RİYALİ,0.04247,0.04303,,,42000,,2022-08-08
13418,RUB,RUS RUBLESİ,0.29592,0.29979,,,60.28,,2022-08-08
13419,RON,RUMEN LEYİ,3.6946,3.7429,,,4.8283,,2022-08-08
13420,BGN,BULGAR LEVASI,9.2967,9.4183,,,1.9188,,2022-08-08
13421,JPY,JAPON YENİ,13.2547,13.3424,13.2056,13.3931,135.02,,2022-08-08
13422,SAR,SUUDİ ARABİSTAN RİYALİ,4.7734,4.7820,4.7376,4.8179,3.7582,,2022-08-08
13423,NOK,NORVEÇ KRONU,1.8325,1.8448,1.8312,1.8490,9.7657,,2022-08-08
13424,AZN,AZERBAYCAN YENİ MANATI,10.4996,10.6370,,,1.6990,,2022-08-08
13425,KWD,KUVEYT DİNARI,58.1570,58.9180,57.2846,59.8017,,3.2601,2022-08-08
13426,CAD,KANADA DOLARI,13.8876,13.9502,13.8362,14.0032,1.2900,,2022-08-08
13427,SEK,İSVEÇ KRONU,1.7553,1.7735,1.7541,1.7775,10.18,,2022-08-08
13428,CHF,İSVİÇRE FRANGI,18.6786,18.7986,18.6506,18.8268,0.9582,,2022-08-08
13429,GBP,İNGİLİZ STERLİNİ,21.6674,21.7804,21.6522,21.8130,,1.2099,2022-08-08
13430,EUR,EURO,18.2850,18.3179,18.2722,18.3454,,1.0193,2022-08-08
13431,DKK,DANİMARKA KRONU,2.4538,2.4658,2.4520,2.4715,7.2996,,2022-08-08
13432,AUD,AVUSTRALYA DOLARI,12.4655,12.5468,12.4082,12.6221,1.4357,,2022-08-08
13433,USD,ABD DOLARI,17.9393,17.9716,17.9268,17.9986,,,2022-08-08
13434,QAR,KATAR RİYALİ,4.8777,4.9416,,,3.6572,,2022-08-08
13435,USD,ABD DOLARI,17.9319,17.9642,17.9194,17.9912,,,2022-08-09
13436,SAR,SUUDİ ARABİSTAN RİYALİ,4.7704,4.7790,4.7346,4.8148,3.7590,,2022-08-09
13437,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8547,4.9182,,,3.6730,,2022-08-09
13438,KRW,GÜNEY KORE WONU,0.01366,0.01383,,,1306,,2022-08-09
13439,QAR,KATAR RİYALİ,4.8765,4.9403,,,3.6566,,2022-08-09
13440,PKR,PAKİSTAN RUPİSİ,0.07948,0.08052,,,224.34,,2022-08-09
13441,CNY,ÇİN YUANI,2.6404,2.6749,,,6.7534,,2022-08-09
13442,IRR,İRAN RİYALİ,0.04246,0.04301,,,42000,,2022-08-09
13443,RUB,RUS RUBLESİ,0.29522,0.29909,,,60.40,,2022-08-09
13444,RON,RUMEN LEYİ,3.7170,3.7657,,,4.7972,,2022-08-09
13445,BGN,BULGAR LEVASI,9.3207,9.4427,,,1.9131,,2022-08-09
13446,JPY,JAPON YENİ,13.2587,13.3465,13.2096,13.3972,134.92,,2022-08-09
13447,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.7030,,,,,1.32064,2022-08-09
13448,NOK,NORVEÇ KRONU,1.8412,1.8536,1.8399,1.8579,9.7153,,2022-08-09
13449,KWD,KUVEYT DİNARI,58.1033,58.8636,57.2318,59.7466,,3.2585,2022-08-09
13450,CAD,KANADA DOLARI,13.9277,13.9905,13.8761,14.0436,1.2858,,2022-08-09
13451,SEK,İSVEÇ KRONU,1.7592,1.7774,1.7579,1.7815,10.15,,2022-08-09
13452,CHF,İSVİÇRE FRANGI,18.7669,18.8874,18.7388,18.9157,0.9533,,2022-08-09
13453,GBP,İNGİLİZ STERLİNİ,21.6676,21.7806,21.6524,21.8132,,1.2104,2022-08-09
13454,EUR,EURO,18.3329,18.3659,18.3200,18.3934,,1.0224,2022-08-09
13455,DKK,DANİMARKA KRONU,2.4601,2.4721,2.4583,2.4778,7.2779,,2022-08-09
13456,AUD,AVUSTRALYA DOLARI,12.4850,12.5664,12.4275,12.6418,1.4329,,2022-08-09
13457,AZN,AZERBAYCAN YENİ MANATI,10.4953,10.6326,,,1.6990,,2022-08-09
13458,USD,ABD DOLARI,17.9308,17.9631,17.9183,17.9901,,,2022-08-10
13459,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,4.8543,4.9178,,,3.6731,,2022-08-10
13460,AZN,AZERBAYCAN YENİ MANATI,10.4946,10.6319,,,1.6990,,2022-08-10
13461,AUD,AVUSTRALYA DOLARI,12.4720,12.5533,12.4146,12.6286,1.4343,,2022-08-10
13462,DKK,DANİMARKA KRONU,2.4612,2.4733,2.4595,2.4790,7.2740,,2022-08-10
13463,EUR,EURO,18.3411,18.3742,18.3283,18.4017,,1.0229,2022-08-10
13464,GBP,İNGİLİZ STERLİNİ,21.6503,21.7631,21.6351,21.7958,,1.2095,2022-08-10
13465,CHF,İSVİÇRE FRANGI,18.8222,18.9430,18.7939,18.9714,0.9505,,2022-08-10
13466,SEK,İSVEÇ KRONU,1.7589,1.7771,1.7577,1.7812,10.15,,2022-08-10
13467,CAD,KANADA DOLARI,13.9066,13.9693,13.8551,14.0224,1.2876,,2022-08-10
13468,KWD,KUVEYT DİNARI,58.1114,58.8718,57.2397,59.7548,,3.2591,2022-08-10
13469,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.7022,,,,,1.32068,2022-08-10
13470,NOK,NORVEÇ KRONU,1.8468,1.8593,1.8456,1.8635,9.6851,,2022-08-10
13471,BGN,BULGAR LEVASI,9.3251,9.4471,,,1.9121,,2022-08-10
13472,RON,RUMEN LEYİ,3.7128,3.7614,,,4.8024,,2022-08-10
13473,RUB,RUS RUBLESİ,0.29472,0.29857,,,60.50,,2022-08-10
13474,IRR,İRAN RİYALİ,0.04245,0.04301,,,42000,,2022-08-10
13475,CNY,ÇİN YUANI,2.6392,2.6737,,,6.7560,,2022-08-10
13476,PKR,PAKİSTAN RUPİSİ,0.08071,0.08177,,,220.92,,2022-08-10
13477,QAR,KATAR RİYALİ,4.8552,4.9187,,,3.6724,,2022-08-10
13478,KRW,GÜNEY KORE WONU,0.01360,0.01378,,,1311,,2022-08-10
13479,JPY,JAPON YENİ,13.2549,13.3427,13.2059,13.3934,134.95,,2022-08-10
13480,SAR,SUUDİ ARABİSTAN RİYALİ,4.7695,4.7781,4.7337,4.8139,3.7595,,2022-08-10
13481,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,23.8345,,,,,1.32770,2022-08-11
13482,AZN,AZERBAYCAN YENİ MANATI,10.4974,10.6348,,,1.6990,,2022-08-11
13483,QAR,KATAR RİYALİ,4.8783,4.9421,,,3.6560,,2022-08-11
13484,PKR,PAKİSTAN RUPİSİ,0.08183,0.08290,,,217.96,,2022-08-11
13485,CNY,ÇİN YUANI,2.6467,2.6813,,,6.7386,,2022-08-11
13486,IRR,İRAN RİYALİ,0.04246,0.04302,,,42000,,2022-08-11
13487,RUB,RUS RUBLESİ,0.29447,0.29832,,,60.57,,2022-08-11
13488,RON,RUMEN LEYİ,3.7530,3.8021,,,4.7522,,2022-08-11
13489,BGN,BULGAR LEVASI,9.4189,9.5421,,,1.8936,,2022-08-11
13490,JPY,JAPON YENİ,13.4999,13.5893,13.4499,13.6409,132.54,,2022-08-11
13491,KRW,GÜNEY KORE WONU,0.01370,0.01388,,,1301,,2022-08-11
