Fon Kodu	Tarih	Attribute	Value
IPV	2024-02-04	Fonun Faiz İçeriği	
IPV	2024-02-04	Fon Alış Valörü	1.0
IPV	2024-02-04	Kodu	IPV
IPV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IPV	2024-02-04	Max. Satış İşlem Miktarı	
IRF	2024-02-04	Fon Satış Valörü	2.0
IRF	2024-02-04	Son İşlem Saati	13:30
IRF	2024-02-04	Çıkış Komisyonu	
IRF	2024-02-04	Max. Alış İşlem Miktarı	
IRF	2024-02-04	ISIN Kodu	TRYISTP00372
IRF	2024-02-04	Min. Alış İşlem Miktarı	1
IRF	2024-02-04	Fon Alış Valörü	1.0
IRF	2024-02-04	Min. Satış İşlem Miktarı	1
IRF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IRF	2024-02-04	Max. Satış İşlem Miktarı	
IRF	2024-02-04	İşlem Başlangıç Saati	09:00
IRF	2024-02-04	Kodu	IRF
IRF	2024-02-04	Fonun Risk Değeri	
IRF	2024-02-04	Fonun Faiz İçeriği	
IRF	2024-02-04	Giriş Komisyonu	
IRO	2024-02-04	Giriş Komisyonu	
IRO	2024-02-04	Min. Alış İşlem Miktarı	100.000
IRO	2024-02-04	ISIN Kodu	TRYISTP00588
IRO	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IRO	2024-02-04	Max. Alış İşlem Miktarı	
IRO	2024-02-04	Max. Satış İşlem Miktarı	
IRO	2024-02-04	Min. Satış İşlem Miktarı	20.000
IRO	2024-02-04	Kodu	IRO
IRO	2024-02-04	Çıkış Komisyonu	
IRO	2024-02-04	İşlem Başlangıç Saati	09:00
IRO	2024-02-04	Son İşlem Saati	13:30
IRO	2024-02-04	Fonun Faiz İçeriği	
IRO	2024-02-04	Fonun Risk Değeri	
IRO	2024-02-04	Fon Satış Valörü	
IRO	2024-02-04	Fon Alış Valörü	
IRT	2024-02-04	Çıkış Komisyonu	
IRT	2024-02-04	Fonun Faiz İçeriği	
IRT	2024-02-04	Min. Alış İşlem Miktarı	1
IRT	2024-02-04	Fon Satış Valörü	3.0
IRT	2024-02-04	ISIN Kodu	TRYGEPO00179
IRT	2024-02-04	Son İşlem Saati	17:45
IRT	2024-02-04	Min. Satış İşlem Miktarı	1
IRT	2024-02-04	Giriş Komisyonu	
IRT	2024-02-04	Kodu	IRT
IRT	2024-02-04	Max. Satış İşlem Miktarı	
IRT	2024-02-04	Fon Alış Valörü	1.0
IRT	2024-02-04	İşlem Başlangıç Saati	09:00
IRT	2024-02-04	Fonun Risk Değeri	6
IRT	2024-02-04	Max. Alış İşlem Miktarı	5.000.000
IRT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IRV	2024-02-04	Max. Alış İşlem Miktarı	
IRV	2024-02-04	Giriş Komisyonu	
IRV	2024-02-04	Çıkış Komisyonu	
IRV	2024-02-04	Min. Satış İşlem Miktarı	5.000
IRV	2024-02-04	ISIN Kodu	TRYISTP00315
IRV	2024-02-04	Son İşlem Saati	13:30
IRV	2024-02-04	Fonun Risk Değeri	
IRV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IRV	2024-02-04	Min. Alış İşlem Miktarı	50.000
IRV	2024-02-04	Kodu	IRV
IRV	2024-02-04	Max. Satış İşlem Miktarı	
IRV	2024-02-04	İşlem Başlangıç Saati	09:00
IRV	2024-02-04	Fon Satış Valörü	2.0
IRV	2024-02-04	Fonun Faiz İçeriği	
IRV	2024-02-04	Fon Alış Valörü	1.0
IRY	2024-02-04	Çıkış Komisyonu	
IRY	2024-02-04	İşlem Başlangıç Saati	09:00
IRY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IRY	2024-02-04	Fonun Faiz İçeriği	
IRY	2024-02-04	Son İşlem Saati	13:30
IRY	2024-02-04	Kodu	IRY
IRY	2024-02-04	Fon Satış Valörü	0.0
IRY	2024-02-04	Fon Alış Valörü	0.0
IRY	2024-02-04	Max. Alış İşlem Miktarı	20.000.000
IRY	2024-02-04	Max. Satış İşlem Miktarı	
IRY	2024-02-04	ISIN Kodu	TRYGEPO00427
IRY	2024-02-04	Min. Alış İşlem Miktarı	1
IRY	2024-02-04	Giriş Komisyonu	
IRY	2024-02-04	Min. Satış İşlem Miktarı	1
IRY	2024-02-04	Fonun Risk Değeri	1
IST	2024-02-04	Max. Satış İşlem Miktarı	
IST	2024-02-04	Son İşlem Saati	13:30
IST	2024-02-04	Fonun Risk Değeri	
IST	2024-02-04	Min. Alış İşlem Miktarı	1
IST	2024-02-04	Max. Alış İşlem Miktarı	
IST	2024-02-04	Fon Satış Valörü	0.0
IST	2024-02-04	Çıkış Komisyonu	
IST	2024-02-04	Giriş Komisyonu	
IST	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IST	2024-02-04	Fon Alış Valörü	0.0
IST	2024-02-04	İşlem Başlangıç Saati	09:00
IST	2024-02-04	Fonun Faiz İçeriği	
IST	2024-02-04	Min. Satış İşlem Miktarı	1
IST	2024-02-04	Kodu	IST
IST	2024-02-04	ISIN Kodu	TRYISMD00076
ITP	2024-02-04	Kodu	ITP
ITP	2024-02-04	Fonun Risk Değeri	6
ITP	2024-02-04	ISIN Kodu	TRYISPO00621
ITP	2024-02-04	Min. Alış İşlem Miktarı	1
ITP	2024-02-04	Max. Satış İşlem Miktarı	
ITP	2024-02-04	Son İşlem Saati	17:45
ITP	2024-02-04	Fonun Faiz İçeriği	
ITP	2024-02-04	Max. Alış İşlem Miktarı	
ITP	2024-02-04	İşlem Başlangıç Saati	09:00
ITP	2024-02-04	Min. Satış İşlem Miktarı	1
ITP	2024-02-04	Fon Alış Valörü	1.0
ITP	2024-02-04	Çıkış Komisyonu	
ITP	2024-02-04	Fon Satış Valörü	3.0
ITP	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
ITP	2024-02-04	Giriş Komisyonu	
IUF	2024-02-04	Çıkış Komisyonu	
IUF	2024-02-04	Son İşlem Saati	17:45
IUF	2024-02-04	Min. Alış İşlem Miktarı	1
IUF	2024-02-04	Fon Alış Valörü	1.0
IUF	2024-02-04	Kodu	IUF
IUF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IUF	2024-02-04	ISIN Kodu	TRYISPO00837
IUF	2024-02-04	Giriş Komisyonu	
IUF	2024-02-04	Max. Alış İşlem Miktarı	
IUF	2024-02-04	Fon Satış Valörü	3.0
IUF	2024-02-04	Max. Satış İşlem Miktarı	
IUF	2024-02-04	Fonun Faiz İçeriği	
IUF	2024-02-04	Min. Satış İşlem Miktarı	1
IUF	2024-02-04	İşlem Başlangıç Saati	09:00
IUF	2024-02-04	Fonun Risk Değeri	
IUH	2024-02-04	Fonun Risk Değeri	5
IUH	2024-02-04	Kodu	IUH
IUH	2024-02-04	Fon Satış Valörü	3.0
IUH	2024-02-04	Max. Satış İşlem Miktarı	
IUH	2024-02-04	Son İşlem Saati	17:45
IUH	2024-02-04	Fonun Faiz İçeriği	
IUH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IUH	2024-02-04	Max. Alış İşlem Miktarı	5.000.000
IUH	2024-02-04	Min. Satış İşlem Miktarı	1
IUH	2024-02-04	ISIN Kodu	TRYGEPO00252
IUH	2024-02-04	Çıkış Komisyonu	
IUH	2024-02-04	Min. Alış İşlem Miktarı	1
IUH	2024-02-04	Fon Alış Valörü	1.0
IUH	2024-02-04	İşlem Başlangıç Saati	09:00
IUH	2024-02-04	Giriş Komisyonu	
IUT	2024-02-04	Fon Satış Valörü	3.0
IUT	2024-02-04	Fonun Faiz İçeriği	
IUT	2024-02-04	Min. Alış İşlem Miktarı	1
IUT	2024-02-04	Max. Alış İşlem Miktarı	5.000.000
IUT	2024-02-04	İşlem Başlangıç Saati	09:00
IUT	2024-02-04	Son İşlem Saati	17:45
IUT	2024-02-04	Max. Satış İşlem Miktarı	
IUT	2024-02-04	Fonun Risk Değeri	7
IUT	2024-02-04	Kodu	IUT
IUT	2024-02-04	Giriş Komisyonu	
IUT	2024-02-04	ISIN Kodu	TRYGEPO00278
IUT	2024-02-04	Min. Satış İşlem Miktarı	1
IUT	2024-02-04	Çıkış Komisyonu	
IUT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IUT	2024-02-04	Fon Alış Valörü	1.0
IUV	2024-02-04	Fon Satış Valörü	3.0
IUV	2024-02-04	Çıkış Komisyonu	
IUV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IUV	2024-02-04	Max. Alış İşlem Miktarı	
IUV	2024-02-04	Fonun Risk Değeri	
IUV	2024-02-04	Giriş Komisyonu	
IUV	2024-02-04	Min. Alış İşlem Miktarı	1
IUV	2024-02-04	Son İşlem Saati	17:45
IUV	2024-02-04	Fonun Faiz İçeriği	
IUV	2024-02-04	Min. Satış İşlem Miktarı	1
IUV	2024-02-04	Max. Satış İşlem Miktarı	
IUV	2024-02-04	ISIN Kodu	TRYISPO00860
IUV	2024-02-04	Kodu	IUV
IUV	2024-02-04	İşlem Başlangıç Saati	09:00
IUV	2024-02-04	Fon Alış Valörü	1.0
IVF	2024-02-04	Fon Satış Valörü	2.0
IVF	2024-02-04	Giriş Komisyonu	
IVF	2024-02-04	Max. Alış İşlem Miktarı	
IVF	2024-02-04	Fonun Risk Değeri	
IVF	2024-02-04	Min. Satış İşlem Miktarı	1
IVF	2024-02-04	İşlem Başlangıç Saati	09:00
IVF	2024-02-04	Fonun Faiz İçeriği	
IVF	2024-02-04	ISIN Kodu	TRYISTP00356
IVF	2024-02-04	Son İşlem Saati	13:30
IVF	2024-02-04	Min. Alış İşlem Miktarı	1
IVF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IVF	2024-02-04	Max. Satış İşlem Miktarı	
IVF	2024-02-04	Fon Alış Valörü	1.0
IVF	2024-02-04	Çıkış Komisyonu	
IVF	2024-02-04	Kodu	IVF
IVY	2024-02-04	Max. Alış İşlem Miktarı	
IVY	2024-02-04	Çıkış Komisyonu	
IVY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IVY	2024-02-04	Max. Satış İşlem Miktarı	
IVY	2024-02-04	Giriş Komisyonu	
IVY	2024-02-04	Min. Alış İşlem Miktarı	1
IVY	2024-02-04	Min. Satış İşlem Miktarı	1
IVY	2024-02-04	Son İşlem Saati	13:30
IVY	2024-02-04	Fon Satış Valörü	3.0
IVY	2024-02-04	Fonun Faiz İçeriği	
IVY	2024-02-04	Fon Alış Valörü	1.0
IVY	2024-02-04	ISIN Kodu	TRYISTP00281
IVY	2024-02-04	Fonun Risk Değeri	
IVY	2024-02-04	İşlem Başlangıç Saati	09:00
IVY	2024-02-04	Kodu	IVY
IYB	2024-02-04	Çıkış Komisyonu	
IYB	2024-02-04	Kodu	IYB
IYB	2024-02-04	Fonun Faiz İçeriği	
IYB	2024-02-04	Fonun Risk Değeri	
IYB	2024-02-04	ISIN Kodu	TRMIYBWWWWW9
IYB	2024-02-04	İşlem Başlangıç Saati	09:30
IYB	2024-02-04	Min. Alış İşlem Miktarı	100
IYB	2024-02-04	Giriş Komisyonu	
IYB	2024-02-04	Max. Satış İşlem Miktarı	
IYB	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IYB	2024-02-04	Fon Alış Valörü	1.0
IYB	2024-02-04	Min. Satış İşlem Miktarı	100
IYB	2024-02-04	Son İşlem Saati	13:30
IYB	2024-02-04	Max. Alış İşlem Miktarı	
IYB	2024-02-04	Fon Satış Valörü	1.0
IZB	2024-02-04	Kodu	IZB
IZB	2024-02-04	Giriş Komisyonu	
IZB	2024-02-04	Max. Satış İşlem Miktarı	
IZB	2024-02-04	Min. Alış İşlem Miktarı	50.000
IZB	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IZB	2024-02-04	İşlem Başlangıç Saati	09:00
IZB	2024-02-04	Son İşlem Saati	13:30
IZB	2024-02-04	Fon Satış Valörü	
IZB	2024-02-04	Çıkış Komisyonu	
IZB	2024-02-04	Fon Alış Valörü	
IZB	2024-02-04	ISIN Kodu	TRYISTP00208
IZB	2024-02-04	Fonun Faiz İçeriği	
IZB	2024-02-04	Min. Satış İşlem Miktarı	5.000
IZB	2024-02-04	Max. Alış İşlem Miktarı	
IZB	2024-02-04	Fonun Risk Değeri	
IZF	2024-02-04	Giriş Komisyonu	
IZF	2024-02-04	Fonun Faiz İçeriği	
IZF	2024-02-04	Kodu	IZF
IZF	2024-02-04	ISIN Kodu	TRYQPYS00086
IZF	2024-02-04	İşlem Başlangıç Saati	09:00
IZF	2024-02-04	Fonun Risk Değeri	6
IZF	2024-02-04	Min. Alış İşlem Miktarı	1
IZF	2024-02-04	Fon Satış Valörü	3.0
IZF	2024-02-04	Min. Satış İşlem Miktarı	1
IZF	2024-02-04	Max. Satış İşlem Miktarı	500.000
IZF	2024-02-04	Fon Alış Valörü	1.0
IZF	2024-02-04	Çıkış Komisyonu	
IZF	2024-02-04	Max. Alış İşlem Miktarı	500.000
IZF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
IZF	2024-02-04	Son İşlem Saati	12:30
IZS	2024-02-04	Min. Alış İşlem Miktarı	25.000
IZS	2024-02-04	ISIN Kodu	TRYISTP00125
IZS	2024-02-04	Fonun Faiz İçeriği	
IZS	2024-02-04	Çıkış Komisyonu	
IZS	2024-02-04	Min. Satış İşlem Miktarı	5.000
IZS	2024-02-04	Son İşlem Saati	13:30
IZS	2024-02-04	Fonun Risk Değeri	
IZS	2024-02-04	Max. Alış İşlem Miktarı	
IZS	2024-02-04	Max. Satış İşlem Miktarı	
IZS	2024-02-04	İşlem Başlangıç Saati	09:00
IZS	2024-02-04	Fon Alış Valörü	
IZS	2024-02-04	Fon Satış Valörü	
IZS	2024-02-04	Giriş Komisyonu	
IZS	2024-02-04	Kodu	IZS
IZS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KAV	2024-02-04	Çıkış Komisyonu	
KAV	2024-02-04	Giriş Komisyonu	
KAV	2024-02-04	Min. Alış İşlem Miktarı	1
KAV	2024-02-04	Min. Satış İşlem Miktarı	1
KAV	2024-02-04	Fon Satış Valörü	1.0
KAV	2024-02-04	Fonun Risk Değeri	
KAV	2024-02-04	Kodu	KAV
KAV	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
KAV	2024-02-04	ISIN Kodu	TRYKTPY00293
KAV	2024-02-04	Son İşlem Saati	17:45
KAV	2024-02-04	Fonun Faiz İçeriği	
KAV	2024-02-04	İşlem Başlangıç Saati	09:00
KAV	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
KAV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KAV	2024-02-04	Fon Alış Valörü	1.0
KCV	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
KCV	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
KCV	2024-02-04	Fon Satış Valörü	2.0
KCV	2024-02-04	Giriş Komisyonu	
KCV	2024-02-04	Fon Alış Valörü	1.0
KCV	2024-02-04	Fonun Risk Değeri	
KCV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KCV	2024-02-04	Çıkış Komisyonu	
KCV	2024-02-04	Min. Satış İşlem Miktarı	1
KCV	2024-02-04	ISIN Kodu	TRYKTPY00327
KCV	2024-02-04	Kodu	KCV
KCV	2024-02-04	Min. Alış İşlem Miktarı	1
KCV	2024-02-04	Son İşlem Saati	17:45
KCV	2024-02-04	İşlem Başlangıç Saati	09:00
KCV	2024-02-04	Fonun Faiz İçeriği	
KDL	2024-02-04	Giriş Komisyonu	
KDL	2024-02-04	Çıkış Komisyonu	
KDL	2024-02-04	Fonun Faiz İçeriği	
KDL	2024-02-04	Min. Alış İşlem Miktarı	1
KDL	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
KDL	2024-02-04	İşlem Başlangıç Saati	09:00
KDL	2024-02-04	ISIN Kodu	TRYKTPY00301
KDL	2024-02-04	Fon Satış Valörü	1.0
KDL	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
KDL	2024-02-04	Kodu	KDL
KDL	2024-02-04	Son İşlem Saati	17:45
KDL	2024-02-04	Fonun Risk Değeri	
KDL	2024-02-04	Fon Alış Valörü	1.0
KDL	2024-02-04	Min. Satış İşlem Miktarı	1
KDL	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KHT	2024-02-04	Min. Satış İşlem Miktarı	1
KHT	2024-02-04	Max. Alış İşlem Miktarı	
KHT	2024-02-04	Fonun Faiz İçeriği	
KHT	2024-02-04	Fon Alış Valörü	1.0
KHT	2024-02-04	Min. Alış İşlem Miktarı	1
KHT	2024-02-04	Kodu	KHT
KHT	2024-02-04	Son İşlem Saati	17:30
KHT	2024-02-04	Çıkış Komisyonu	
KHT	2024-02-04	Max. Satış İşlem Miktarı	
KHT	2024-02-04	Giriş Komisyonu	
KHT	2024-02-04	Fonun Risk Değeri	6
KHT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KHT	2024-02-04	Fon Satış Valörü	2.0
KHT	2024-02-04	İşlem Başlangıç Saati	09:00
KHT	2024-02-04	ISIN Kodu	TRYALBT00085
KIA	2024-02-04	Max. Satış İşlem Miktarı	
KIA	2024-02-04	Fon Satış Valörü	2.0
KIA	2024-02-04	Min. Alış İşlem Miktarı	1
KIA	2024-02-04	Kodu	KIA
KIA	2024-02-04	Çıkış Komisyonu	
KIA	2024-02-04	Son İşlem Saati	17:45
KIA	2024-02-04	Min. Satış İşlem Miktarı	1
KIA	2024-02-04	Fonun Risk Değeri	5
KIA	2024-02-04	Fonun Faiz İçeriği	
KIA	2024-02-04	Max. Alış İşlem Miktarı	
KIA	2024-02-04	ISIN Kodu	TRYKIGP00046
KIA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KIA	2024-02-04	Fon Alış Valörü	1.0
KIA	2024-02-04	Giriş Komisyonu	
KIA	2024-02-04	İşlem Başlangıç Saati	09:00
KIB	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KIB	2024-02-04	Max. Satış İşlem Miktarı	
KIB	2024-02-04	Fon Alış Valörü	1.0
KIB	2024-02-04	Fonun Faiz İçeriği	
KIB	2024-02-04	Fon Satış Valörü	3.0
KIB	2024-02-04	Fonun Risk Değeri	6
KIB	2024-02-04	Çıkış Komisyonu	
KIB	2024-02-04	Min. Satış İşlem Miktarı	1
KIB	2024-02-04	Max. Alış İşlem Miktarı	
KIB	2024-02-04	ISIN Kodu	TRYKIGP00053
KIB	2024-02-04	Min. Alış İşlem Miktarı	1
KIB	2024-02-04	Kodu	KIB
KIB	2024-02-04	İşlem Başlangıç Saati	09:00
KIB	2024-02-04	Giriş Komisyonu	
KIB	2024-02-04	Son İşlem Saati	17:45
KID	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KID	2024-02-04	Min. Satış İşlem Miktarı	1
KID	2024-02-04	Fon Alış Valörü	1.0
KID	2024-02-04	Fonun Faiz İçeriği	
KID	2024-02-04	İşlem Başlangıç Saati	09:00
KID	2024-02-04	Fon Satış Valörü	3.0
KID	2024-02-04	Kodu	KID
KID	2024-02-04	Fonun Risk Değeri	
KID	2024-02-04	Son İşlem Saati	17:45
KID	2024-02-04	Çıkış Komisyonu	
KID	2024-02-04	Giriş Komisyonu	
KID	2024-02-04	ISIN Kodu	TRYKIGP00020
KID	2024-02-04	Max. Satış İşlem Miktarı	
KID	2024-02-04	Max. Alış İşlem Miktarı	
KID	2024-02-04	Min. Alış İşlem Miktarı	1
KIE	2024-02-04	Fon Satış Valörü	0.0
KIE	2024-02-04	Kodu	KIE
KIE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KIE	2024-02-04	Fonun Risk Değeri	2
KIE	2024-02-04	Max. Alış İşlem Miktarı	
KIE	2024-02-04	ISIN Kodu	TRYKIGP00012
KIE	2024-02-04	Son İşlem Saati	13:30
KIE	2024-02-04	İşlem Başlangıç Saati	09:00
KIE	2024-02-04	Çıkış Komisyonu	
KIE	2024-02-04	Max. Satış İşlem Miktarı	
KIE	2024-02-04	Giriş Komisyonu	
KIE	2024-02-04	Fonun Faiz İçeriği	
KIE	2024-02-04	Min. Satış İşlem Miktarı	1
KIE	2024-02-04	Fon Alış Valörü	0.0
KIE	2024-02-04	Min. Alış İşlem Miktarı	1
KIF	2024-02-04	Giriş Komisyonu	
KIF	2024-02-04	Son İşlem Saati	17:45
KIF	2024-02-04	Fon Satış Valörü	3.0
KIF	2024-02-04	Kodu	KIF
KIF	2024-02-04	İşlem Başlangıç Saati	09:00
KIF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KIF	2024-02-04	Çıkış Komisyonu	
KIF	2024-02-04	Fonun Faiz İçeriği	
KIF	2024-02-04	Min. Alış İşlem Miktarı	1
KIF	2024-02-04	Fon Alış Valörü	1.0
KIF	2024-02-04	Min. Satış İşlem Miktarı	1
KIF	2024-02-04	ISIN Kodu	TRYKIGP00038
KIF	2024-02-04	Max. Satış İşlem Miktarı	
KIF	2024-02-04	Fonun Risk Değeri	5
KIF	2024-02-04	Max. Alış İşlem Miktarı	
KIS	2024-02-04	Fonun Risk Değeri	
KIS	2024-02-04	Kodu	KIS
KIS	2024-02-04	Giriş Komisyonu	
KIS	2024-02-04	Son İşlem Saati	12:30
KIS	2024-02-04	Çıkış Komisyonu	
KIS	2024-02-04	Max. Alış İşlem Miktarı	100.000.000
KIS	2024-02-04	Fon Alış Valörü	1.0
KIS	2024-02-04	İşlem Başlangıç Saati	09:00
KIS	2024-02-04	Min. Satış İşlem Miktarı	1
KIS	2024-02-04	Min. Alış İşlem Miktarı	1.000
KIS	2024-02-04	Fon Satış Valörü	3.0
KIS	2024-02-04	ISIN Kodu	TRYERPO00010
KIS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KIS	2024-02-04	Max. Satış İşlem Miktarı	100.000.000
KIS	2024-02-04	Fonun Faiz İçeriği	
KKH	2024-02-04	Giriş Komisyonu	
KKH	2024-02-04	Fonun Faiz İçeriği	
KKH	2024-02-04	Max. Satış İşlem Miktarı	
KKH	2024-02-04	İşlem Başlangıç Saati	09:00
KKH	2024-02-04	Fon Satış Valörü	3.0
KKH	2024-02-04	Min. Satış İşlem Miktarı	1
KKH	2024-02-04	Son İşlem Saati	17:45
KKH	2024-02-04	Min. Alış İşlem Miktarı	1
KKH	2024-02-04	Fon Alış Valörü	1.0
KKH	2024-02-04	Fonun Risk Değeri	4
KKH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KKH	2024-02-04	Kodu	KKH
KKH	2024-02-04	Çıkış Komisyonu	
KKH	2024-02-04	ISIN Kodu	TRYISPO00571
KKH	2024-02-04	Max. Alış İşlem Miktarı	
KLU	2024-02-04	Fon Satış Valörü	0.0
KLU	2024-02-04	Çıkış Komisyonu	
KLU	2024-02-04	Fon Alış Valörü	0.0
KLU	2024-02-04	Min. Satış İşlem Miktarı	1
KLU	2024-02-04	Kodu	KLU
KLU	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KLU	2024-02-04	ISIN Kodu	TRYKTPY00202
KLU	2024-02-04	Son İşlem Saati	12:30
KLU	2024-02-04	Giriş Komisyonu	
KLU	2024-02-04	Fonun Faiz İçeriği	
KLU	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
KLU	2024-02-04	Min. Alış İşlem Miktarı	1
KLU	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
KLU	2024-02-04	Fonun Risk Değeri	
KLU	2024-02-04	İşlem Başlangıç Saati	09:00
KMF	2024-02-04	İşlem Başlangıç Saati	09:00
KMF	2024-02-04	Min. Alış İşlem Miktarı	1
KMF	2024-02-04	Min. Satış İşlem Miktarı	1
KMF	2024-02-04	Son İşlem Saati	13:30
KMF	2024-02-04	Fonun Faiz İçeriği	
KMF	2024-02-04	Max. Alış İşlem Miktarı	
KMF	2024-02-04	Fon Satış Valörü	2.0
KMF	2024-02-04	Çıkış Komisyonu	
KMF	2024-02-04	Kodu	KMF
KMF	2024-02-04	Giriş Komisyonu	
KMF	2024-02-04	Fon Alış Valörü	1.0
KMF	2024-02-04	Max. Satış İşlem Miktarı	
KMF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KMF	2024-02-04	ISIN Kodu	TRYAZIM01216
KMF	2024-02-04	Fonun Risk Değeri	5
KPC	2024-02-04	Fon Satış Valörü	2.0
KPC	2024-02-04	İşlem Başlangıç Saati	09:00
KPC	2024-02-04	Kodu	KPC
KPC	2024-02-04	Giriş Komisyonu	
KPC	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
KPC	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
KPC	2024-02-04	Fon Alış Valörü	1.0
KPC	2024-02-04	Min. Satış İşlem Miktarı	1
KPC	2024-02-04	Fonun Faiz İçeriği	
KPC	2024-02-04	Çıkış Komisyonu	
KPC	2024-02-04	ISIN Kodu	TRYKTPY00186
KPC	2024-02-04	Min. Alış İşlem Miktarı	1
KPC	2024-02-04	Son İşlem Saati	17:45
KPC	2024-02-04	Fonun Risk Değeri	
KPC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KPP	2024-02-04	Kodu	KPP
KPP	2024-02-04	ISIN Kodu	TRYKARP00040
KPP	2024-02-04	Fon Alış Valörü	0.0
KPP	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KPP	2024-02-04	Giriş Komisyonu	
KPP	2024-02-04	Max. Satış İşlem Miktarı	
KPP	2024-02-04	İşlem Başlangıç Saati	09:00
KPP	2024-02-04	Max. Alış İşlem Miktarı	
KPP	2024-02-04	Çıkış Komisyonu	
KPP	2024-02-04	Fonun Faiz İçeriği	
KPP	2024-02-04	Fon Satış Valörü	0.0
KPP	2024-02-04	Min. Alış İşlem Miktarı	1
KPP	2024-02-04	Fonun Risk Değeri	2
KPP	2024-02-04	Son İşlem Saati	13:30
KPP	2024-02-04	Min. Satış İşlem Miktarı	1
KPU	2024-02-04	Min. Alış İşlem Miktarı	1
KPU	2024-02-04	ISIN Kodu	TRYKTPY00392
KPU	2024-02-04	Fon Satış Valörü	2.0
KPU	2024-02-04	Kodu	KPU
KPU	2024-02-04	Fon Alış Valörü	1.0
KPU	2024-02-04	Son İşlem Saati	17:45
KPU	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KPU	2024-02-04	Fonun Faiz İçeriği	
KPU	2024-02-04	İşlem Başlangıç Saati	09:00
KPU	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
KPU	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
KPU	2024-02-04	Min. Satış İşlem Miktarı	1
KPU	2024-02-04	Çıkış Komisyonu	
KPU	2024-02-04	Fonun Risk Değeri	
KPU	2024-02-04	Giriş Komisyonu	
KRC	2024-02-04	Fon Alış Valörü	1.0
KRC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
KRC	2024-02-04	İşlem Başlangıç Saati	09:00
KRC	2024-02-04	Çıkış Komisyonu	
KRC	2024-02-04	ISIN Kodu	TRYKARE00036
KRC	2024-02-04	Kodu	KRC
KRC	2024-02-04	Fonun Faiz İçeriği	
KRC	2024-02-04	Max. Satış İşlem Miktarı	100.000.000
KRC	2024-02-04	Min. Satış İşlem Miktarı	1.000
KRC	2024-02-04	Min. Alış İşlem Miktarı	1.000
KRC	2024-02-04	Giriş Komisyonu	
KRC	2024-02-04	Fonun Risk Değeri	
